gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SMAD3	444194	194	45	138096	36792	0	0	0	0	50	0	2017638	1	1
SMAD4	156084	422	41	168588	45486	0	0	0	0	50	1	2926098	1	1
SMAD5	284497	449	34	142296	35994	0	0	0	0	50	2	2458344	1	1
SMAD6	580112	197	46	144228	49686	0	0	0	0	50	0	2444106	1	1
SMAD7	160419	191	79	123858	39060	0	0	0	0	50	0	2663514	1	1
SMAD9	189427	731	7	140070	39354	0	0	0	0	50	0	2824836	1	1
SMAGP	494861	194	40	34692	7014	0	0	0	0	50	0	2067954	1	1
SMAP1	169371	764	11	142758	39186	0	0	0	0	50	0	2445912	1	1
SMAP2	718633	438	37	132510	34818	0	0	0	0	50	1	2316174	1	1
SMARCA1	278446	NaN	-7	328188	82698	0	0	0	0	50	0	2453766	1	1
SMARCA2	113887	805	18	489510	128520	0	0	0	0	50	1	2277072	1	1
SMARCA4	1984564	190	40	510552	143262	0	0	0	0	50	0	2625042	1	1
SMARCA5	183412	821	9	328272	81354	0	0	0	0	50	1	2412900	1	1
SMARCAD1	128578	311	16	323400	77154	0	0	0	0	50	0	2039310	1	1
SMARCAL1	590685	384	31	287322	81984	0	0	0	0	50	1	2667210	1	1
SMARCB1	637355	196	52	118440	31500	0	0	0	0	50	1	2421090	1	1
SMARCC1	843941	200	39	341250	90426	0	0	0	0	50	0	2324406	1	1
SMARCC2	2878044	171	40	378420	106680	0	0	0	0	3	0	237594	1	1
SMARCD1	1003045	211	56	156618	44478	0	0	0	0	50	1	2342466	1	1
SMARCD2	1446139	380	27	159558	47586	0	0	0	0	50	0	2211594	1	1
SMARCD3	610106	290	32	152250	42672	0	0	0	0	50	0	2733570	1	1
SMARCE1	1042327	196	19	129570	31206	0	0	0	0	50	0	1896552	1	1
SMC1A	920771	NaN	70	384216	94584	0	0	0	0	50	0	2450490	1	1
SMC1B	461206	199	17	386400	93156	0	0	0	0	50	0	2314536	1	1
SMC2	114849	953	-33	372036	92904	0	0	0	0	50	1	1993320	1	1
SMC3	438920	177	46	384342	90174	0	0	0	0	50	0	2016588	1	1
SMC4	435184	513	16	401562	97272	0	0	0	0	50	0	2560656	1	1
SMC5	196227	395	-11	344778	83874	0	0	0	0	50	1	2745540	1	1
SMCHD1	502296	394	33	622104	159852	0	0	0	0	50	1	2401434	1	1
SMCP	59999	804	12	36708	8022	0	0	0	0	50	1	2543478	1	1
SMCR7	925111	223	18	141750	36162	0	0	0	0	50	0	2371110	1	1
SMCR7L	766902	467	74	134022	43386	0	0	0	0	50	1	2321844	1	1
SMCR8	957114	254	9	276696	78372	0	0	0	0	50	0	2198910	1	1
SMEK1	340189	467	40	252588	65310	0	0	0	0	50	0	2486526	1	1
SMEK2	597106	382	25	262374	66990	0	0	0	0	50	0	2405130	1	1
SMG1	790295	125	37	1111572	303912	0	0	0	0	8	0	626430	1	1
SMG5	2266205	211	33	308952	86058	0	0	0	0	50	0	2612736	1	1
SMG6	1171119	368	30	424914	121170	0	0	0	0	50	1	2266698	1	1
SMG7	716427	385	25	384090	104664	0	0	0	0	50	0	3433542	1	1
SMN1	NaN	NaN	NaN	181860	49224	0	0	0	0	50	1	4726512	1	1
SMN2	NaN	NaN	NaN	185388	49980	0	0	0	0	50	1	4727268	1	1
SMNDC1	449754	359	18	74550	18060	0	0	0	0	50	0	2472162	1	1
SMO	811174	420	54	231630	71778	0	0	0	0	50	0	2536296	1	1
SMOC1	607548	307	41	133938	36414	0	0	0	0	50	1	2180346	1	1
SMOC2	121125	883	-32	141918	37254	0	0	0	0	50	0	2146704	1	1
SMOX	784685	231	26	175056	49980	0	0	0	0	50	0	2643522	1	1
SMPD1	424837	471	17	186522	59934	0	0	0	0	50	0	2399586	1	1
SMPD2	328699	559	47	128226	36834	0	0	0	0	50	0	2121294	1	1
SMPD3	794719	279	46	191814	59178	0	0	0	0	50	0	2434824	1	1
SMPD4	349797	593	22	260442	76860	0	0	0	0	50	0	2609544	1	1
SMPDL3A	138284	1073	-1	139188	35952	0	0	0	0	50	0	1859634	1	1
SMPDL3B	891090	272	20	148260	42126	0	0	0	0	50	1	2456454	1	1
SMPX	93024	NaN	0	28098	7560	0	0	0	0	22	0	1090320	1	1
SMR3A	264684	915	25	38178	13860	0	0	0	0	50	0	2056530	1	1
SMR3B	264684	915	25	23100	8148	0	0	0	0	50	0	2056530	1	1
SMS	92980	NaN	23	115122	28896	0	0	0	0	50	0	2117094	1	1
SMTN	726734	202	32	285222	90384	0	0	0	0	50	0	2083116	1	1
SMTNL1	923607	249	32	155106	42336	0	0	0	0	50	0	2137422	1	1
SMTNL2	1239739	318	24	135492	42924	0	0	0	0	50	0	2105502	1	1
SMU1	953054	286	0	158508	41328	0	0	0	0	50	0	2076270	1	1
SMUG1	798393	279	48	77700	25746	0	0	0	0	50	0	2100966	1	1
SMURF1	918974	379	46	232806	62790	0	0	0	0	50	0	2986116	1	1
SMURF2	937631	151	-8	232764	59430	0	0	0	0	50	0	2052078	1	1
SMYD1	175471	543	6	152418	37968	0	0	0	0	50	0	2704086	1	1
SMYD2	465993	505	-11	136752	33096	0	0	0	0	50	1	2716644	1	1
SMYD3	219137	939	-6	133602	34104	0	0	0	0	50	0	2159262	1	1
SMYD4	1458897	153	26	241248	68082	0	0	0	0	50	0	2530584	1	1
SMYD5	536944	452	20	131208	33474	0	0	0	0	50	0	2030406	1	1
SNAI1	575200	181	51	77574	23856	0	0	0	0	50	1	2404584	1	1
SNAI2	16597	598	-22	80766	21924	0	0	0	0	50	1	2274426	1	1
SNAI3	802673	189	41	84084	27930	0	0	0	0	50	2	2448054	1	1
SNAP23	552242	269	39	66948	16716	0	0	0	0	50	0	2471658	1	1
SNAP25	168916	372	-41	79338	17808	0	0	0	0	50	0	2526720	1	1
SNAP29	470051	216	39	78708	21210	0	0	0	0	50	0	1978158	1	1
SNAP47	595623	459	1	145950	44688	0	0	0	0	50	1	1995924	1	1
SNAP91	181148	734	-28	273714	83622	0	0	0	0	50	0	2421720	1	1
SNAPC2	952640	320	27	94962	33936	0	0	0	0	50	0	2469516	1	1
SNAPC3	201198	650	5	126882	33138	0	0	0	0	50	0	2383626	1	1
SNAPC4	1194160	258	28	430080	136920	0	0	0	0	50	0	1985802	1	1
SNAPC5	507061	219	40	31038	8148	0	0	0	0	50	0	1853544	1	1
SNAPIN	1656449	183	40	40320	13230	0	0	0	0	50	0	2510634	1	1
SNCA	65544	475	-7	43974	11844	0	0	0	0	50	1	2443770	1	1
SNCB	579630	359	40	42252	11298	0	0	0	0	50	1	2542932	1	1
SNCG	401785	164	45	40068	10332	0	0	0	0	50	0	2015622	1	1
SND1	566402	650	22	276948	79002	0	0	0	0	50	2	2272914	1	1
SNED1	1332160	278	33	428022	121968	0	0	0	0	50	0	2706648	1	1
SNF8	793101	174	29	80052	21630	0	0	0	0	50	1	2708328	1	1
SNHG3-RCC1	846521	183	26	127092	36960	0	0	0	0	50	1	2132844	1	1
SNIP1	445473	274	30	117558	34272	0	0	0	0	50	0	2476992	1	1
SNN	602364	214	40	26040	8106	0	0	0	0	50	1	2563932	1	1
SNPH	441449	468	32	144438	44688	0	0	0	0	50	2	2313780	1	1
SNRK	153482	399	30	227010	64554	0	0	0	0	50	0	2767422	1	1
SNRNP200	904852	213	43	650916	179046	0	0	0	0	50	0	2844576	1	1
SNRNP25	1005761	238	36	41160	11130	0	0	0	0	50	0	1961274	1	1
SNRNP27	844060	221	37	48636	13104	0	0	0	0	50	0	2065476	1	1
SNRNP35	1090769	424	50	74718	21294	0	0	0	0	50	1	2631594	1	1
SNRNP40	643810	234	30	110124	29988	0	0	0	0	50	0	2305632	1	1
SNRNP48	825677	209	14	107394	25410	0	0	0	0	50	2	2571660	1	1
SNRNP70	2041001	200	41	130536	39564	0	0	0	0	50	0	2750790	1	1
SNRPA	1127178	201	27	85596	23898	0	0	0	0	50	0	2318526	1	1
SNRPA1	372683	406	2	79086	21966	0	0	0	0	50	0	2431002	1	1
SNRPB	652241	477	33	72408	23352	0	0	0	0	50	0	2833278	1	1
SNRPB2	76240	856	-21	70728	17724	0	0	0	0	50	1	2497656	1	1
SNRPC	995432	242	24	50442	12558	0	0	0	0	50	0	2239860	1	1
SNRPD1	301496	165	46	36456	10416	0	0	0	0	50	0	2027130	1	1
SNRPD2	950605	194	45	36624	9618	0	0	0	0	50	0	2243850	1	1
SNRPD3	480889	194	48	38766	10752	0	0	0	0	50	0	2161992	1	1
SNRPE	527029	280	26	30618	6804	0	0	0	0	50	0	1778070	1	1
SNRPF	426671	400	5	27720	6678	0	0	0	0	50	1	2353554	1	1
SNRPG	671278	370	38	25410	5460	0	0	0	0	13	0	749784	1	1
SNRPN	NaN	NaN	NaN	70644	23478	0	0	0	0	50	1	4700766	1	1
SNTA1	539120	237	49	145908	48888	0	0	0	0	50	0	2313402	1	1
SNTB1	154339	819	2	158004	48762	0	0	0	0	50	0	2252082	1	1
SNTB2	1187512	NaN	32	157206	50568	0	0	0	0	50	0	2007810	1	1
SNTG1	2777	1189	-32	162204	42420	0	0	0	0	50	1	2564310	1	1
SNTG2	78833	824	-24	167034	45150	0	0	0	0	50	1	2137296	1	1
SNTN	155962	905	-12	45696	12012	0	0	0	0	50	2	2956842	1	1
SNUPN	594867	165	39	111888	28602	0	0	0	0	50	2	2477706	1	1
SNURF	233460	1194	-44	22764	6216	0	0	0	0	44	0	2351412	1	1
SNW1	442490	359	42	173922	44562	0	0	0	0	50	0	2449566	1	1
SNX1	742159	223	45	162876	42126	0	0	0	0	50	0	2535876	1	1
SNX10	918425	418	29	64638	14742	0	0	0	0	50	0	2725044	1	1
SNX11	1195543	255	11	82278	23184	0	0	0	0	50	0	2440872	1	1
SNX12	790100	NaN	37	49686	13944	0	0	0	0	50	0	2926518	1	1
SNX13	139013	585	-4	300510	74214	0	0	0	0	50	0	2543058	1	1
SNX14	393321	384	19	298494	73584	0	0	0	0	50	0	2728278	1	1
SNX15	3209258	207	49	102186	31248	0	0	0	0	50	0	2888256	1	1
SNX16	156346	680	6	106764	27174	0	0	0	0	50	0	3056088	1	1
SNX17	1245306	182	52	144228	40866	0	0	0	0	50	1	2670948	1	1
SNX18	68402	643	7	208530	61488	0	0	1	0	27	1	1752534	1	1
SNX19	130522	523	7	290934	89460	0	0	0	0	50	0	2733444	1	1
SNX2	144132	532	31	163086	40782	0	0	0	0	50	0	3062220	1	1
SNX20	294632	792	1	105252	33600	0	0	0	0	50	0	2321046	1	1
SNX21	742720	180	48	113820	36372	0	0	0	0	50	0	1817382	1	1
SNX22	743794	251	43	60018	16590	0	0	0	0	50	0	2727270	1	1
SNX24	154483	532	18	53676	13608	0	0	0	0	50	0	2543520	1	1
SNX25	295066	528	30	263130	63840	0	0	0	0	50	1	2738442	1	1
SNX27	1294954	173	29	162414	43344	0	0	0	0	50	0	2834958	1	1
SNX29	477277	758	18	133056	35658	0	0	0	0	50	0	2090004	1	1
SNX3	336217	451	42	49686	13440	0	0	0	0	50	0	2437680	1	1
SNX30	573618	453	19	132762	36834	0	0	0	0	50	0	2230410	1	1
SNX31	1141276	196	50	139398	33852	0	0	0	0	50	1	2526972	1	1
SNX32	3779084	287	42	123942	34818	0	0	0	0	50	0	2329110	1	1
SNX33	586224	231	34	171276	46830	0	0	0	0	50	0	2322390	1	1
SNX4	319722	132	35	142548	34734	0	0	0	0	50	0	2105292	1	1
SNX5	756104	499	29	128310	31584	0	0	0	0	50	0	2751966	1	1
SNX6	516968	165	10	132258	33054	0	0	0	0	50	0	2618616	1	1
SNX7	42534	903	-21	140028	35112	0	0	0	0	50	1	2205000	1	1
SNX8	806717	291	44	141288	40404	0	0	0	0	50	0	2434572	1	1
SNX9	255375	169	40	187908	45948	0	0	0	0	50	0	1989708	1	1
SOAT1	437024	336	3	171948	43890	0	0	0	0	50	0	2516892	1	1
SOAT2	1727618	177	46	158592	46410	0	0	0	0	50	0	2304750	1	1
SOBP	288292	592	36	253722	79674	0	0	0	0	50	0	2159598	1	1
SOCS1	632841	308	37	59472	21168	0	0	0	0	50	0	2588166	1	1
SOCS2	359700	369	30	58170	17556	0	0	0	0	50	0	2559942	1	1
SOCS3	962609	209	27	64974	20958	0	0	0	0	50	0	2649948	1	1
SOCS4	795059	144	37	132804	34398	0	0	0	0	50	0	2173668	1	1
SOCS5	630448	252	34	160398	43092	0	0	0	0	50	0	2127804	1	1
SOCS6	64018	264	7	157164	45444	0	0	0	0	50	0	2637516	1	1
SOCS7	1035666	181	22	169806	54726	0	0	0	0	50	0	2177322	1	1
SOD1	268523	621	34	47544	13062	0	0	0	0	50	0	1848210	1	1
SOD2	643775	604	19	68880	17934	0	0	0	0	50	0	2362542	1	1
SOD3	269537	617	31	68712	22890	0	0	0	0	50	0	1689912	1	1
SOHLH1	362222	524	29	117516	37842	0	0	0	0	50	0	2847516	1	1
SOHLH2	81451	880	-44	130956	35364	0	0	0	0	50	1	2023350	1	1
SOLH	1205944	213	38	314034	102396	0	0	0	0	50	0	2159934	1	1
SON	908921	375	68	730464	225120	0	0	0	0	19	0	1122744	1	1
SORBS1	295509	445	17	411978	117222	0	0	0	0	50	1	2731554	1	1
SORBS2	157889	374	-1	443604	122514	0	0	1	0	50	1	3133200	1	1
SORBS3	757216	224	45	204456	59640	0	0	0	0	50	0	2581236	1	1
SORCS1	6116	881	-26	376908	107058	0	0	0	0	50	1	2507988	1	1
SORCS2	279342	555	36	347214	104370	0	0	0	0	50	0	2143764	1	1
SORCS3	14547	986	-29	370230	105168	0	0	1	0	50	2	2795730	1	1
SORD	724004	565	19	107436	31920	0	0	0	0	50	0	2932650	1	1
SORL1	199734	650	21	684138	177072	0	0	0	0	36	0	1559964	1	1
SORT1	1030626	302	28	253428	70896	0	0	0	0	50	0	2599380	1	1
SOS1	805852	351	18	407694	107898	0	0	0	0	50	0	2688798	1	1
SOS2	778308	166	46	408576	106638	0	0	0	0	50	1	2396520	1	1
SOST	1081050	192	35	61866	19782	0	0	0	0	50	1	2170854	1	1
SOSTDC1	291856	699	-19	61866	16884	0	0	0	0	50	2	2424702	1	1
SOX1	67826	793	-33	110292	38136	0	0	0	0	50	0	2499630	1	1
SOX10	1370748	203	50	136122	41916	0	0	0	0	50	0	2168628	1	1
SOX11	10248	1198	-17	129108	38220	0	0	0	0	50	2	2907534	1	1
SOX13	560073	314	31	189924	51996	0	0	0	0	50	0	2567712	1	1
SOX15	1957426	194	24	66570	22386	0	0	0	0	50	0	2592618	1	1
SOX17	240943	554	-8	119070	38304	0	0	0	0	50	0	2569266	1	1
SOX18	1152034	208	48	107436	38598	0	0	0	0	50	1	2837016	1	1
SOX2	39313	1104	-14	92862	27342	0	0	0	0	50	1	3390072	1	1
SOX21	154313	759	41	78036	26922	0	0	0	0	50	0	2168082	1	1
SOX3	24994	NaN	-22	124866	44100	0	0	0	0	50	2	3262434	1	1
SOX30	260667	1079	41	220836	66192	0	0	0	0	50	0	2165688	1	1
SOX4	117516	676	1	133644	45906	0	0	0	0	50	0	2309706	1	1
SOX5	29515	973	-7	234318	63042	0	0	0	0	50	0	2305170	1	1
SOX6	126866	989	-18	262920	69342	0	0	0	0	50	1	2437596	1	1
SOX7	110362	481	9	111426	36372	0	0	0	0	50	0	2643060	1	1
SOX8	1131712	304	22	128730	41244	0	0	0	0	50	0	2837604	1	1
SOX9	159643	606	-41	149856	43932	0	0	0	0	50	0	2669142	1	1
SP1	1707021	145	57	229488	70392	0	0	0	0	50	0	2676744	1	1
SP100	478720	559	38	340998	77070	0	0	0	0	50	0	2615676	1	1
SP110	473233	643	31	231798	57750	0	0	0	0	50	0	2673006	1	1
SP140	504037	626	37	288582	67116	0	0	0	0	50	0	2651796	1	1
SP140L	535116	642	36	186522	42420	0	0	0	0	50	0	2257794	1	1
SP2	1127646	178	25	178794	56322	0	0	0	0	50	0	2172954	1	1
SP3	296444	376	27	229656	68964	0	0	0	0	50	0	2616348	1	1
SP4	105280	643	26	229068	70182	0	0	0	0	50	0	2601312	1	1
SP5	318434	709	28	112392	38934	0	0	0	0	50	0	2564856	1	1
SP6	1071489	214	29	108108	34902	0	0	0	0	50	0	2223858	1	1
SP7	1701810	166	58	123312	40992	0	0	0	0	50	0	2436588	1	1
SP8	109058	730	11	143262	49896	0	0	0	0	50	2	3105312	1	1
SP9	NaN	NaN	NaN	136542	47292	0	0	0	0	50	1	4724580	1	1
SPA17	172228	604	18	48132	11340	0	0	0	0	50	0	1646568	1	1
SPACA1	176962	684	32	89796	24738	0	0	0	0	50	0	2579220	1	1
SPACA3	286646	837	-10	65268	18900	0	0	0	0	50	1	2532264	1	1
SPACA4	1597109	242	31	35322	11928	0	0	0	0	50	0	2451750	1	1
SPACA5	NaN	NaN	NaN	100464	25536	0	0	0	0	50	1	4702824	1	1
SPACA5B	566535	NaN	19	100464	25536	0	0	0	0	50	1	2586780	1	1
SPAG1	806617	270	36	286314	73164	0	0	0	0	50	0	2565654	1	1
SPAG11A	69060	693	-5	33012	9702	0	0	0	0	50	0	2505300	1	1
SPAG11B	NaN	NaN	NaN	107184	27636	0	0	0	0	50	1	4704924	1	1
SPAG16	38908	1199	-3	198282	50190	0	0	0	0	50	0	2287236	1	1
SPAG17	192120	741	-7	691278	173586	0	0	0	0	37	0	2114406	1	1
SPAG4	1423559	169	53	132384	38976	0	0	0	0	50	0	2199582	1	1
SPAG5	1651143	225	31	362712	100464	0	0	0	0	50	0	2549442	1	1
SPAG6	177548	462	14	154812	43008	0	0	0	0	50	2	2488668	1	1
SPAG7	1416161	231	30	71904	17556	0	0	0	0	50	0	2203950	1	1
SPAG8	847663	227	54	170772	50358	0	0	0	0	50	2	2436756	1	1
SPAG9	1009546	138	-3	406686	107646	0	0	0	0	50	0	2008818	1	1
SPAM1	87688	541	-19	158844	42378	0	0	0	0	50	0	2547300	1	1
SPANXA1	NaN	NaN	NaN	61656	15456	0	0	0	0	50	1	4692744	1	1
SPANXA2	NaN	NaN	NaN	61656	15456	0	0	0	0	50	1	4692744	1	1
SPANXB1	NaN	NaN	NaN	63756	16632	0	0	0	0	50	1	4693920	1	1
SPANXB2	NaN	NaN	NaN	63756	16632	0	0	0	0	50	1	4693920	1	1
SPANXC	23523	NaN	-15	30240	7812	0	0	0	0	50	1	2616474	1	1
SPANXD	NaN	NaN	NaN	30534	7770	0	0	0	0	31	1	2068668	1	1
SPANXE	28355	NaN	-20	30534	7770	0	0	0	0	50	2	2432346	1	1
SPANXF1	NaN	NaN	NaN	63756	16632	0	0	0	0	50	1	4693920	1	1
SPANXN1	2363	NaN	-22	23058	5040	0	0	0	0	33	2	1950900	1	1
SPANXN2	4811	NaN	-27	54978	14196	0	0	0	0	50	1	3388392	1	1
SPANXN3	4577	NaN	-29	44016	10668	0	0	0	0	50	2	2708748	1	1
SPANXN4	2776	NaN	-19	31500	7308	0	0	0	0	19	1	656922	1	1
SPANXN5	476232	NaN	26	22974	5124	0	0	0	0	19	0	731976	1	1
SPARC	725286	496	43	95424	24024	0	0	0	0	50	1	2998044	1	1
SPARCL1	526761	537	16	207774	48636	0	0	0	0	50	0	2426088	1	1
SPAST	378148	197	28	187530	53760	0	0	0	0	50	0	2678970	1	1
SPATA1	241849	585	-1	144480	35700	0	0	0	0	50	0	1975134	1	1
SPATA12	418332	332	46	54894	17304	0	0	0	0	50	0	2388582	1	1
SPATA13	255006	569	36	379680	108948	0	0	0	0	50	0	2347002	1	1
SPATA16	222219	577	-15	176694	43806	0	0	0	0	50	1	2314284	1	1
SPATA17	87153	966	-21	114450	27678	0	0	0	0	50	2	3073980	1	1
SPATA18	137116	878	9	165354	44436	0	0	0	0	50	0	2563218	1	1
SPATA19	270077	622	-14	52962	13818	0	0	0	0	50	2	2044392	1	1
SPATA2	589377	181	48	151116	46578	0	0	0	0	50	0	2233098	1	1
SPATA20	1532661	200	20	240870	70980	0	0	0	0	50	0	2665614	1	1
SPATA21	813996	191	40	142632	40572	0	0	0	0	50	0	2030406	1	1
SPATA22	365088	515	14	113274	28350	0	0	0	0	50	0	2779896	1	1
SPATA24	NaN	NaN	NaN	65730	15162	0	0	0	0	50	1	4692450	1	1
SPATA2L	1090549	219	38	118944	42588	0	0	0	0	50	0	1952748	1	1
SPATA3	NaN	NaN	NaN	56952	17514	0	0	0	0	50	1	4694802	1	1
SPATA4	134663	504	-4	93072	25116	0	0	0	0	50	0	2729034	1	1
SPATA5	100687	528	11	269010	76734	0	0	0	0	50	0	3011358	1	1
SPATA5L1	340172	254	10	214956	73584	0	0	0	0	50	1	2449020	1	1
SPATA6	27215	691	-19	151830	39060	0	0	0	0	50	1	2514036	1	1
SPATA7	140042	800	-13	185346	47250	0	0	0	0	50	2	2489592	1	1
SPATA8	93099	986	-46	32004	9072	0	0	0	0	50	0	2081352	1	1
SPATA9	305999	216	35	77532	20874	0	0	0	0	50	0	2028936	1	1
SPATC1	2650698	211	27	167874	58170	0	0	0	0	50	0	3041304	1	1
SPATS1	993997	443	40	93996	23688	0	0	0	0	50	0	2938824	1	1
SPATS2	2172889	217	43	167454	44478	0	0	0	0	50	1	2687118	1	1
SPATS2L	476225	433	24	171024	45822	0	0	0	0	50	2	2566326	1	1
SPC24	1808766	233	33	61026	16338	0	0	0	0	50	0	2397318	1	1
SPC25	173915	724	7	71820	16254	0	0	0	0	50	0	2797032	1	1
SPCS1	1217701	272	47	50652	15372	0	0	0	0	50	3	3441144	1	1
SPCS2	767563	454	24	70224	18102	0	0	0	0	50	0	2609208	1	1
SPCS3	128128	550	11	54852	15582	0	0	0	0	50	0	2778006	1	1
SPDEF	890476	207	34	101430	28098	0	0	0	0	50	0	2536548	1	1
SPDYA	481869	238	32	99498	23604	0	0	0	0	50	1	2170560	1	1
SPDYC	3317462	168	54	89208	24822	0	0	0	0	50	0	2309328	1	1
SPDYE1	1042621	239	49	103824	26586	0	0	0	0	50	0	2287362	1	1
SPDYE2	NaN	NaN	NaN	247884	63840	0	0	0	0	50	1	4741128	1	1
SPDYE2L	NaN	NaN	NaN	247884	63840	0	0	0	0	50	1	4741128	1	1
SPDYE3	1430637	204	54	167496	45444	0	0	0	0	50	0	2145612	1	1
SPDYE4	NaN	NaN	NaN	73668	19068	0	0	0	0	50	1	4696356	1	1
SPDYE5	785864	337	70	104370	26922	0	0	0	0	50	1	2681280	1	1
SPDYE6	NaN	NaN	NaN	123942	31920	0	0	0	0	50	1	4709208	1	1
SPEF1	860065	241	43	72156	20454	0	0	0	0	50	0	2837898	1	1
SPEG	581956	335	35	937146	319578	0	0	1	0	45	1	2640456	1	1
SPEM1	1906324	206	33	90720	27972	0	0	0	0	50	0	2777544	1	1
SPEN	823686	169	28	1064952	327474	0	0	1	0	50	1	2250654	1	1
SPERT	813295	613	47	132006	38976	0	0	0	0	50	0	2635920	1	1
SPESP1	373553	452	33	104580	28602	0	0	0	0	50	1	2230956	1	1
SPG11	666585	441	35	750582	193158	0	0	0	0	50	0	2285136	1	1
SPG20	137590	850	-16	200046	56112	0	0	0	0	50	1	2882040	1	1
SPG21	705779	185	57	96138	24696	0	0	0	0	50	1	2382450	1	1
SPG7	1107401	203	39	253092	74760	0	0	0	0	50	0	1872570	1	1
SPHAR	285692	361	9	19572	4620	0	0	0	0	31	0	1275582	1	1
SPHK1	1622536	209	24	139356	46746	0	0	0	0	50	0	2828448	1	1
SPHKAP	93607	615	-9	507402	141372	0	0	0	0	50	1	2180304	1	1
SPI1	1106152	245	46	83328	21504	0	0	0	0	50	1	3059616	1	1
SPIB	1038277	491	30	78498	23688	0	0	0	0	50	1	2463804	1	1
SPIC	305133	649	-1	76440	18942	0	0	0	0	50	1	2364726	1	1
SPIN1	126591	495	-6	80598	20832	0	0	0	0	50	0	2655702	1	1
SPIN2A	145137	NaN	18	77154	21252	0	0	0	0	50	0	1729518	1	1
SPIN2B	145137	NaN	18	77532	21252	0	0	0	0	50	0	1729518	1	1
SPIN3	145082	NaN	13	77070	21336	0	0	0	0	50	1	2242884	1	1
SPIN4	90301	NaN	-19	73248	21252	0	0	0	0	50	1	2577708	1	1
SPINK1	137041	470	2	25536	6468	0	0	0	0	50	1	2131626	1	1
SPINK13	72574	418	-9	31080	6846	0	0	0	0	40	2	1871562	1	1
SPINK14	63265	390	-8	31122	7434	0	0	0	0	46	3	2125116	1	1
SPINK2	595179	572	12	26628	7266	0	0	0	0	50	0	2378754	1	1
SPINK4	856503	167	38	27636	7266	0	0	0	0	50	0	2503788	1	1
SPINK5	68058	390	-10	352338	79968	0	0	0	0	50	3	2820846	1	1
SPINK6	63265	390	-8	25872	6258	0	0	0	0	46	3	2125116	1	1
SPINK7	72574	418	-9	27468	6804	0	0	0	0	40	2	1871562	1	1
SPINK8	1054170	263	37	31878	7182	0	0	0	0	50	0	2144730	1	1
SPINK9	79210	459	-15	28266	6384	0	0	0	0	28	1	1492638	1	1
SPINLW1	1069725	438	36	47040	10542	0	0	0	0	50	1	2480478	1	1
SPINT1	1036414	172	51	160230	45150	0	0	0	0	50	0	2397822	1	1
SPINT2	1410213	301	-1	76776	21882	0	0	0	0	50	0	2075094	1	1
SPINT3	NaN	NaN	NaN	27762	7014	0	0	0	0	31	1	2067912	1	1
SPINT4	777303	359	16	31920	7392	0	0	0	0	50	0	2328396	1	1
SPIRE1	483118	292	49	230706	63756	0	0	0	0	50	0	2318904	1	1
SPIRE2	1220713	219	43	212604	64974	0	0	0	0	50	1	2866794	1	1
SPN	NaN	NaN	NaN	110166	41916	0	0	0	0	50	1	4719204	1	1
SPNS1	1189140	257	55	153384	52626	0	0	0	0	50	0	2592240	1	1
SPNS2	1252775	318	22	161028	52920	0	0	0	0	50	0	2154264	1	1
SPNS3	1297591	273	30	150528	49182	0	0	0	0	50	0	2512482	1	1
SPO11	181292	604	9	124446	31920	0	0	0	0	50	0	2458050	1	1
SPOCD1	1213493	183	35	355194	112392	0	0	0	0	50	0	2442930	1	1
SPOCK1	216344	646	26	137004	34104	0	0	0	0	50	0	2069130	1	1
SPOCK2	757700	169	40	136542	35070	0	0	0	0	50	2	2108694	1	1
SPON1	414198	644	-10	247338	65520	0	0	0	0	50	0	1854426	1	1
SPON2	789524	319	29	97482	30534	0	0	0	0	50	0	2388246	1	1
SPOP	943930	348	28	116550	29736	0	0	0	0	50	0	2222934	1	1
SPOPL	85990	638	15	123396	30198	0	0	0	0	50	0	2303574	1	1
SPP1	445914	367	8	98364	23730	0	0	0	0	50	1	3230850	1	1
SPP2	288133	558	9	67998	15918	0	0	0	0	50	3	2646630	1	1
SPPL2A	329469	225	20	161070	42924	0	0	0	0	50	0	2623236	1	1
SPPL2B	1503606	267	31	178962	55524	0	0	0	0	50	0	2412480	1	1
SPPL3	1410077	392	45	116508	34062	0	0	0	0	50	1	3504522	1	1
SPR	450159	421	23	74550	25746	0	0	0	0	50	2	2782626	1	1
SPRED1	96035	704	-21	137424	33810	0	0	0	0	50	1	2654106	1	1
SPRED2	545446	346	36	128604	34692	0	0	0	0	50	2	2584638	1	1
SPRED3	1467279	253	0	120624	42294	0	0	0	0	50	0	2358090	1	1
SPRN	485067	472	8	40908	17052	0	0	0	0	50	0	2425962	1	1
SPRR1A	426723	748	28	27174	7350	0	0	0	0	50	0	2390220	1	1
SPRR1B	687290	704	30	27216	7308	0	0	0	0	50	1	2528148	1	1
SPRR2A	687290	704	30	22176	5922	0	0	0	0	50	1	2528148	1	1
SPRR2B	687290	704	30	23058	5922	0	0	0	0	50	1	2528148	1	1
SPRR2D	687290	704	30	22176	5922	0	0	0	0	50	1	2528148	1	1
SPRR2E	687290	704	30	22176	5922	0	0	0	0	50	1	2528148	1	1
SPRR2F	687290	704	30	22176	5922	0	0	0	0	50	1	2528148	1	1
